DATE,NUMBER OF ELECTRIC VEHICLES,VEHICLE MODEL YEAR,VEHICLE MAKE,LOCATION,VEHICLE MODEL
10-01-21,1,2006,TOYOTA,HALIFAX COUNTY,
10-01-21,1,2008,TOYOTA,HALIFAX COUNTY,
10-01-21,1,2009,NISSAN,VICTORIA COUNTY,
10-01-21,1,2009,TOYOTA,HALIFAX COUNTY,
10-01-21,1,2011,HYUNDAI,HALIFAX COUNTY,
10-01-21,1,2011,LEXUS,HALIFAX COUNTY,
10-01-21,1,2012,FORD,HALIFAX COUNTY,
10-01-21,1,2012,HONDA,DIGBY COUNTY,
10-01-21,1,2012,HYUNDAI,HALIFAX COUNTY,
10-01-21,4,2012,NISSAN,HALIFAX COUNTY,
10-01-21,1,2012,NISSAN,KINGS COUNTY,
10-01-21,1,2012,TOYOTA,HALIFAX COUNTY,
10-01-21,1,2012,ZERO,HALIFAX COUNTY,
10-01-21,3,2013,NISSAN,HALIFAX COUNTY,
10-01-21,2,2013,NISSAN,ANNAPOLIS COUNTY,
10-01-21,1,2013,NISSAN,COLCHESTER COUNTY,
10-01-21,1,2013,SMART,PICTOU COUNTY,
10-01-21,4,2013,TESLA,HALIFAX COUNTY,
10-01-21,1,2013,ZERO,HALIFAX COUNTY,
10-01-21,1,2014,BMW,HALIFAX COUNTY,
10-01-21,1,2014,CHEVROLET,HALIFAX COUNTY,
10-01-21,1,2014,FORD,HALIFAX COUNTY,
10-01-21,1,2014,NISSAN,LUNENBURG COUNTY,
10-01-21,1,2014,NISSAN,KINGS COUNTY,
10-01-21,1,2014,SMART,HALIFAX COUNTY,
10-01-21,1,2014,TESLA,COLCHESTER COUNTY,
10-01-21,1,2014,TESLA,HALIFAX COUNTY,
10-01-21,1,2015,BMW,HALIFAX COUNTY,
10-01-21,1,2015,KIA,HALIFAX COUNTY,
10-01-21,7,2015,NISSAN,HALIFAX COUNTY,
10-01-21,1,2015,NISSAN,ANTIGONISH COUNTY,
10-01-21,1,2015,NISSAN,HANTS COUNTY,
10-01-21,1,2015,NISSAN,ANNAPOLIS COUNTY,
10-01-21,1,2015,SMART,HALIFAX COUNTY,
10-01-21,5,2015,TESLA,HALIFAX COUNTY,
10-01-21,2,2015,TESLA,PICTOU COUNTY,
10-01-21,1,2015,TESLA,HANTS COUNTY,
10-01-21,1,2015,TESLA,ANNAPOLIS COUNTY,
10-01-21,1,2016,BMW,HALIFAX COUNTY,
10-01-21,1,2016,CHEVROLET,KINGS COUNTY,
10-01-21,3,2016,KIA,HALIFAX COUNTY,
10-01-21,1,2016,KIA,HANTS COUNTY,
10-01-21,1,2016,KIA,CAPE BRETON COUNTY,
10-01-21,1,2016,KIA,AMHERST,
10-01-21,9,2016,NISSAN,HALIFAX COUNTY,
10-01-21,1,2016,NISSAN,ANNAPOLIS COUNTY,
10-01-21,1,2016,NISSAN,COLCHESTER COUNTY,
10-01-21,1,2016,NISSAN,KINGS COUNTY,
10-01-21,1,2016,NISSAN,NEW GLASGOW,
10-01-21,1,2016,SMART,HALIFAX COUNTY,
10-01-21,6,2016,TESLA,HALIFAX COUNTY,
10-01-21,3,2016,TESLA,LUNENBURG COUNTY,
10-01-21,9,2017,CHEVROLET,HALIFAX COUNTY,
10-01-21,1,2017,CHEVROLET,LUNENBURG COUNTY,
10-01-21,2,2017,CHEVROLET,COLCHESTER COUNTY,
10-01-21,1,2017,CHEVROLET,KINGS COUNTY,
10-01-21,1,2017,CHEVROLET,CAPE BRETON COUNTY,
10-01-21,1,2017,CHEVROLET,ANTIGONISH COUNTY,
10-01-21,2,2017,FORD,HALIFAX COUNTY,
10-01-21,2,2017,HYUNDAI,HALIFAX COUNTY,
10-01-21,3,2017,KIA,HALIFAX COUNTY,
10-01-21,6,2017,NISSAN,HALIFAX COUNTY,
10-01-21,2,2017,SMART,HALIFAX COUNTY,
10-01-21,6,2017,TESLA,HALIFAX COUNTY,
10-01-21,1,2017,TESLA,COLCHESTER COUNTY,
10-01-21,1,2017,TESLA,INVERNESS COUNTY,
10-01-21,1,2017,TOYOTA,KINGS COUNTY,
10-01-21,1,2017,VOLKSWAGEN,PICTOU COUNTY,
10-01-21,1,2017,VOLKSWAGEN,ANNAPOLIS COUNTY,
10-01-21,1,2018,AUDI,QUEENS COUNTY,
10-01-21,1,2018,CHEVROLET,COLCHESTER COUNTY,
10-01-21,6,2018,CHEVROLET,HALIFAX COUNTY,
10-01-21,2,2018,CHEVROLET,LUNENBURG COUNTY,
10-01-21,2,2018,FORD,HALIFAX COUNTY,
10-01-21,1,2018,FORD,COLCHESTER COUNTY,
10-01-21,1,2018,HYUNDAI,HANTS COUNTY,
10-01-21,1,2018,HYUNDAI,HALIFAX COUNTY,
10-01-21,1,2018,KIA,HALIFAX COUNTY,
10-01-21,1,2018,KIA,KINGS COUNTY,
10-01-21,1,2018,MERCEDES BENZ,HALIFAX COUNTY,
10-01-21,10,2018,NISSAN,HALIFAX COUNTY,
10-01-21,2,2018,NISSAN,KINGS COUNTY,
10-01-21,1,2018,NISSAN,ANNAPOLIS COUNTY,
10-01-21,1,2018,SMART,HALIFAX COUNTY,
10-01-21,2,2018,TESLA,COLCHESTER COUNTY,
10-01-21,33,2018,TESLA,HALIFAX COUNTY,
10-01-21,1,2018,TESLA,QUEENS COUNTY,
10-01-21,3,2018,TESLA,PICTOU,
10-01-21,1,2018,TESLA,CUMBERLAND COUNTY,
10-01-21,4,2018,TESLA,LUNENBURG COUNTY,
10-01-21,1,2018,TESLA,ANNAPOLIS COUNTY,
10-01-21,1,2018,TESLA,GUYSBOROUGH COUNTY,
10-01-21,1,2018,TOYOTA,HALIFAX COUNTY,
10-01-21,1,2019,AUDI,LUNENBURG COUNTY,
10-01-21,7,2019,AUDI,HALIFAX COUNTY,
10-01-21,14,2019,CHEVROLET,HALIFAX COUNTY,
10-01-21,2,2019,CHEVROLET,ANNAPOLIS COUNTY,
10-01-21,4,2019,CHEVROLET,LUNENBURG COUNTY,
10-01-21,1,2019,CHEVROLET,PICTOU COUNTY,
10-01-21,1,2019,CHEVROLET,COLCHESTER COUNTY,
10-01-21,2,2019,CHEVROLET,ANTIGONISH,
10-01-21,3,2019,CHEVROLET,KINGS COUNTY,
10-01-21,1,2019,CHEVROLET,NEW GLASGOW,
10-01-21,1,2019,CHEVROLET,INVERNESS COUNTY,
10-01-21,1,2019,HISUN,DIGBY COUNTY,
10-01-21,12,2019,HYUNDAI,HALIFAX COUNTY,
10-01-21,1,2019,HYUNDAI,CAPE BRETON COUNTY,
10-01-21,1,2019,HYUNDAI,ANTIGONISH COUNTY,
10-01-21,3,2019,HYUNDAI,LUNENBURG COUNTY,
10-01-21,1,2019,HYUNDAI,YARMOUTH COUNTY,
10-01-21,1,2019,HYUNDAI,KINGS COUNTY,
10-01-21,1,2019,HYUNDAI,ANNAPOLIS COUNTY,
10-01-21,2,2019,JAGUAR,HALIFAX COUNTY,
10-01-21,1,2019,JAGUAR,KINGS COUNTY,
10-01-21,1,2019,KIA,COLCHESTER COUNTY,
10-01-21,1,2019,KIA,KENTVILLE,
10-01-21,1,2019,MERCEDES BENZ,AMHERST,
10-01-21,9,2019,NISSAN,HALIFAX COUNTY,
10-01-21,1,2019,NISSAN,HANTS COUNTY,
10-01-21,1,2019,NISSAN,KINGS COUNTY,
10-01-21,40,2019,TESLA,HALIFAX COUNTY,
10-01-21,1,2019,TESLA,KINGS COUNTY,
10-01-21,1,2019,TESLA,WINDSOR,
10-01-21,3,2019,TESLA,CAPE BRETON COUNTY,
10-01-21,1,2019,TESLA,ANTIGONISH COUNTY,
10-01-21,1,2019,TESLA,CUMBERLAND COUNTY,
10-01-21,4,2019,TESLA,LUNENBURG COUNTY,
10-01-21,1,2019,TESLA,HANTS COUNTY,
10-01-21,1,2019,TESLA,ANTIGONISH,
10-01-21,1,2019,TESLA,SHELBURNE,
10-01-21,1,2019,TESLA,ANNAPOLIS COUNTY,
10-01-21,1,2019,TOYOTA,ANTIGONISH,
10-01-21,1,2019,TOYOTA,LUNENBURG COUNTY,
10-01-21,1,2019,TOYOTA,DIGBY,
10-01-21,1,2019,VOLKSWAGEN,HANTS COUNTY,
10-01-21,2,2020,AUDI,HALIFAX COUNTY,
10-01-21,27,2020,CHEVROLET,HALIFAX COUNTY,
10-01-21,1,2020,CHEVROLET,HANTS COUNTY,
10-01-21,1,2020,CHEVROLET,ANNAPOLIS COUNTY,
10-01-21,5,2020,CHEVROLET,KINGS COUNTY,
10-01-21,1,2020,CHEVROLET,INVERNESS COUNTY,
10-01-21,1,2020,CHEVROLET,KENTVILLE,
10-01-21,1,2020,CHEVROLET,COLCHESTER COUNTY,
10-01-21,1,2020,FORD,YARMOUTH COUNTY,
10-01-21,1,2020,FORD,CUMBERLAND COUNTY,
10-01-21,1,2020,HARLEY DAVIDSON,ANTIGONISH COUNTY,
10-01-21,2,2020,HYUNDAI,COLCHESTER COUNTY,
10-01-21,4,2020,HYUNDAI,HANTS COUNTY,
10-01-21,18,2020,HYUNDAI,HALIFAX COUNTY,
10-01-21,2,2020,HYUNDAI,CAPE BRETON COUNTY,
10-01-21,1,2020,HYUNDAI,PICTOU COUNTY,
10-01-21,1,2020,HYUNDAI,KINGS COUNTY,
10-01-21,1,2020,JAGUAR,HALIFAX COUNTY,
10-01-21,1,2020,KIA,CAPE BRETON COUNTY,
10-01-21,4,2020,KIA,HALIFAX COUNTY,
10-01-21,2,2020,KIA,KINGS COUNTY,
10-01-21,1,2020,KIA,ANNAPOLIS COUNTY,
10-01-21,1,2020,MINI,HALIFAX COUNTY,
10-01-21,8,2020,NISSAN,HALIFAX COUNTY,
10-01-21,1,2020,NISSAN,KINGS COUNTY,
10-01-21,3,2020,PORSCHE,HALIFAX COUNTY,
10-01-21,1,2020,SUPER SOCO,HALIFAX COUNTY,
10-01-21,70,2020,TESLA,HALIFAX COUNTY,
10-01-21,9,2020,TESLA,KINGS COUNTY,
10-01-21,1,2020,TESLA,TRURO,
10-01-21,2,2020,TESLA,COLCHESTER COUNTY,
10-01-21,1,2020,TESLA,PICTOU COUNTY,
10-01-21,1,2020,TESLA,NEW GLASGOW,
10-01-21,1,2020,TESLA,YARMOUTH COUNTY,
10-01-21,3,2020,TESLA,LUNENBURG COUNTY,
10-01-21,1,2020,TESLA,ANTIGONISH,
10-01-21,1,2020,TESLA,HANTS COUNTY,
10-01-21,2,2020,TESLA,CAPE BRETON COUNTY,
10-01-21,1,2020,TESLA,INVERNESS COUNTY,
10-01-21,3,2020,TOYOTA,HALIFAX COUNTY,
10-01-21,2,2020,VOLKSWAGEN,HALIFAX COUNTY,
10-01-21,1,2020,VOLKSWAGEN,LUNENBURG COUNTY,
10-01-21,1,2020,VOLKSWAGEN,ANNAPOLIS COUNTY,
10-01-21,1,2021,AUDI,ANTIGONISH,
10-01-21,6,2021,AUDI,HALIFAX COUNTY,
10-01-21,2,2021,FORD,ANTIGONISH COUNTY,
10-01-21,9,2021,FORD,HALIFAX COUNTY,
10-01-21,1,2021,FORD,COLCHESTER COUNTY,
10-01-21,1,2021,HYUNDAI,DIGBY COUNTY,
10-01-21,6,2021,HYUNDAI,COLCHESTER COUNTY,
10-01-21,42,2021,HYUNDAI,HALIFAX COUNTY,
10-01-21,4,2021,HYUNDAI,HANTS COUNTY,
10-01-21,6,2021,HYUNDAI,ANNAPOLIS COUNTY,
10-01-21,9,2021,HYUNDAI,KINGS COUNTY,
10-01-21,6,2021,HYUNDAI,LUNENBURG COUNTY,
10-01-21,2,2021,HYUNDAI,PICTOU COUNTY,
10-01-21,2,2021,HYUNDAI,ANTIGONISH COUNTY,
10-01-21,4,2021,HYUNDAI,CAPE BRETON COUNTY,
10-01-21,2,2021,HYUNDAI,YARMOUTH,
10-01-21,1,2021,HYUNDAI,AMHERST,
10-01-21,2,2021,HYUNDAI,QUEENS COUNTY,
10-01-21,1,2021,HYUNDAI,CUMBERLAND COUNTY,
10-01-21,1,2021,HYUNDAI,SYDNEY,
10-01-21,1,2021,HYUNDAI,RICHMOND COUNTY,
10-01-21,1,2021,HYUNDAI,VICTORIA COUNTY,
10-01-21,1,2021,KIA,GUYSBOROUGH COUNTY,
10-01-21,2,2021,KIA,HALIFAX COUNTY,
10-01-21,1,2021,KIA,PICTOU COUNTY,
10-01-21,2,2021,KIA,KINGS COUNTY,
10-01-21,1,2021,KIA,ANNAPOLIS COUNTY,
10-01-21,1,2021,MINI,PICTOU COUNTY,
10-01-21,1,2021,MINI,HALIFAX COUNTY,
10-01-21,1,2021,MUSTANG,PICTOU,
10-01-21,1,2021,NISSAN,HALIFAX COUNTY,
10-01-21,1,2021,PORSCHE,HALIFAX COUNTY,
10-01-21,3,2021,TESLA,PICTOU COUNTY,
10-01-21,82,2021,TESLA,HALIFAX COUNTY,
10-01-21,9,2021,TESLA,KINGS COUNTY,
10-01-21,1,2021,TESLA,CAPE BRETON COUNTY,
10-01-21,2,2021,TESLA,YARMOUTH,
10-01-21,2,2021,TESLA,ANTIGONISH COUNTY,
10-01-21,2,2021,TESLA,COLCHESTER COUNTY,
10-01-21,1,2021,TESLA,INVERNESS COUNTY,
10-01-21,5,2021,TESLA,HANTS COUNTY,
10-01-21,1,2021,TESLA,ANNAPOLIS COUNTY,
10-01-21,2,2021,TESLA,WOLFVILLE,
10-01-21,11,2021,TESLA,LUNENBURG COUNTY,
10-01-21,1,2021,TESLA,VICTORIA COUNTY,
10-01-21,7,2021,TOYOTA,HALIFAX COUNTY,
10-01-21,1,2021,TOYOTA,KINGS COUNTY,
10-01-21,1,2021,VOLVO,HALIFAX COUNTY,
10-01-21,2,2021,ZERO,KINGS COUNTY,
10-01-21,1,2022,AUDI,HALIFAX COUNTY,
10-01-21,6,2022,CHEVROLET,HALIFAX COUNTY,
10-01-21,3,2022,CHEVROLET,KINGS COUNTY,
10-01-21,1,2022,CHEVROLET,QUEENS COUNTY,
10-01-21,1,2022,CHEVROLET,COLCHESTER COUNTY,
10-01-21,14,2022,HYUNDAI,HALIFAX COUNTY,
10-01-21,1,2022,HYUNDAI,KENTVILLE,
10-01-21,1,2022,HYUNDAI,CAPE BRETON COUNTY,
10-01-21,1,2022,HYUNDAI,PICTOU COUNTY,
10-01-21,1,2022,HYUNDAI,COLCHESTER COUNTY,
10-01-21,1,2022,KIA,KINGS COUNTY,
10-01-21,2,2022,MINI,HALIFAX COUNTY,
10-01-21,1,2022,MINI,HANTS COUNTY,
10-01-21,1,2014,MITSUBISHI,HALIFAX COUNTY,
10-01-21,2,2016,MITSUBISHI,HALIFAX COUNTY,
10-01-21,2,2012,MITSUBISHI,HALIFAX COUNTY,
01-01-22,1,2006,TOYOTA,HALIFAX COUNTY,
01-01-22,1,2008,TOYOTA,HALIFAX COUNTY,
01-01-22,1,2008,KIA,QUEENS COUNTY,
01-01-22,1,2009,NISSAN,VICTORIA COUNTY,
01-01-22,1,2009,TOYOTA,HALIFAX COUNTY,
01-01-22,1,2011,HYUNDAI,HALIFAX COUNTY,
01-01-22,1,2011,LEXUS,HALIFAX COUNTY,
01-01-22,1,2012,HONDA,DIGBY COUNTY,
01-01-22,1,2012,HYUNDAI,HALIFAX COUNTY,
01-01-22,3,2012,MITSUBISHI,HALIFAX COUNTY,
01-01-22,1,2012,NISSAN,KINGS COUNTY,
01-01-22,4,2012,NISSAN,HALIFAX COUNTY,
01-01-22,1,2012,NISSAN,CAPE BRETON COUNTY,
01-01-22,1,2012,TOYOTA,HALIFAX COUNTY,
01-01-22,1,2013,NISSAN,COLCHESTER COUNTY,
01-01-22,1,2013,NISSAN,ANNAPOLIS COUNTY,
01-01-22,3,2013,NISSAN,HALIFAX COUNTY,
01-01-22,1,2013,NISSAN,ANNAPOLIS COUNTY,
01-01-22,1,2013,SMART,PICTOU COUNTY,
01-01-22,3,2013,TESLA,HALIFAX COUNTY,
01-01-22,2,2013,ZERO,HALIFAX COUNTY,
01-01-22,1,2014,BMW,HALIFAX COUNTY,
01-01-22,2,2014,CHEVROLET,HALIFAX COUNTY,
01-01-22,1,2014,FORD,HALIFAX COUNTY,
01-01-22,1,2014,HYUNDAI,CAPE BRETON COUNTY,
01-01-22,1,2014,MITSUBISHI,HALIFAX COUNTY,
01-01-22,1,2014,NISSAN,HALIFAX COUNTY,
01-01-22,1,2014,NISSAN,KINGS COUNTY,
01-01-22,1,2014,NISSAN,LUNENBURG COUNTY,
01-01-22,1,2014,SMART,HALIFAX COUNTY,
01-01-22,1,2014,TESLA,HALIFAX COUNTY,
01-01-22,1,2014,TESLA,COLCHESTER COUNTY,
01-01-22,1,2015,BMW,HALIFAX COUNTY,
01-01-22,1,2015,KIA,HALIFAX COUNTY,
01-01-22,10,2015,NISSAN,HALIFAX COUNTY,
01-01-22,1,2015,NISSAN,HANTS COUNTY,
01-01-22,1,2015,SMART,HALIFAX COUNTY,
01-01-22,4,2015,TESLA,HALIFAX COUNTY,
01-01-22,1,2015,TESLA,OUT OF PROVINCE,
01-01-22,1,2015,TESLA,PICTOU COUNTY,
01-01-22,1,2015,TESLA,ANNAPOLIS COUNTY,
01-01-22,1,2015,TESLA,HANTS COUNTY,
01-01-22,1,2016,BMW,HALIFAX COUNTY,
01-01-22,1,2016,CHEVROLET,KINGS COUNTY,
01-01-22,1,2016,CHEVROLET,HALIFAX COUNTY,
01-01-22,2,2016,KIA,HALIFAX COUNTY,
01-01-22,1,2016,KIA,HANTS COUNTY,
01-01-22,1,2016,KIA,CAPE BRETON COUNTY,
01-01-22,1,2016,KIA,AMHERST,
01-01-22,2,2016,MITSUBISHI,HALIFAX COUNTY,
01-01-22,1,2016,NISSAN,COLCHESTER COUNTY,
01-01-22,1,2016,NISSAN,ANNAPOLIS COUNTY,
01-01-22,8,2016,NISSAN,HALIFAX COUNTY,
01-01-22,1,2016,NISSAN,KINGS COUNTY,
01-01-22,1,2016,NISSAN,WINDSOR,
01-01-22,1,2016,NISSAN,NEW GLASGOW,
01-01-22,1,2016,SMART,HALIFAX COUNTY,
01-01-22,1,2016,TESLA,LUNENBURG COUNTY,
01-01-22,10,2016,TESLA,HALIFAX COUNTY,
01-01-22,2,2016,TESLA,LUNENBURG COUNTY,
01-01-22,7,2017,CHEVROLET,HALIFAX COUNTY,
01-01-22,1,2017,CHEVROLET,LUNENBURG COUNTY,
01-01-22,3,2017,CHEVROLET,COLCHESTER COUNTY,
01-01-22,1,2017,CHEVROLET,KINGS COUNTY,
01-01-22,1,2017,CHEVROLET,ANTIGONISH COUNTY,
01-01-22,2,2017,FORD,HALIFAX COUNTY,
01-01-22,2,2017,HYUNDAI,HALIFAX COUNTY,
01-01-22,3,2017,KIA,HALIFAX COUNTY,
01-01-22,1,2017,NISSAN,HANTS COUNTY,
01-01-22,4,2017,NISSAN,HALIFAX COUNTY,
01-01-22,1,2017,NISSAN,LUNENBURG COUNTY,
01-01-22,2,2017,SMART,HALIFAX COUNTY,
01-01-22,8,2017,TESLA,HALIFAX COUNTY,
01-01-22,1,2017,TESLA,COLCHESTER COUNTY,
01-01-22,1,2017,TESLA,INVERNESS COUNTY,
01-01-22,1,2017,TOYOTA,KINGS COUNTY,
01-01-22,1,2017,VOLKSWAGEN,PICTOU COUNTY,
01-01-22,1,2017,VOLKSWAGEN,ANNAPOLIS COUNTY,
01-01-22,1,2018,AUDI,QUEENS COUNTY,
01-01-22,1,2018,BMW,HALIFAX COUNTY,
01-01-22,1,2018,CHEVROLET,LUNENBURG COUNTY,
01-01-22,6,2018,CHEVROLET,HALIFAX COUNTY,
01-01-22,1,2018,CHEVROLET,COLCHESTER COUNTY,
01-01-22,1,2018,CHEVROLET,BRIDGEWATER,
01-01-22,2,2018,FORD,HALIFAX COUNTY,
01-01-22,1,2018,FORD,COLCHESTER COUNTY,
01-01-22,1,2018,HYUNDAI,HANTS COUNTY,
01-01-22,1,2018,HYUNDAI,HALIFAX COUNTY,
01-01-22,1,2018,KIA,HALIFAX COUNTY,
01-01-22,1,2018,KIA,KINGS COUNTY,
01-01-22,11,2018,NISSAN,HALIFAX COUNTY,
01-01-22,2,2018,NISSAN,KINGS COUNTY,
01-01-22,1,2018,NISSAN,ANNAPOLIS COUNTY,
01-01-22,1,2018,SMART,HALIFAX COUNTY,
01-01-22,2,2018,TESLA,LIVERPOOL,
01-01-22,38,2018,TESLA,HALIFAX COUNTY,
01-01-22,3,2018,TESLA,PICTOU COUNTY,
01-01-22,3,2018,TESLA,COLCHESTER COUNTY,
01-01-22,1,2018,TESLA,VICTORIA COUNTY,
01-01-22,3,2018,TESLA,LUNENBURG COUNTY,
01-01-22,1,2018,TESLA,CUMBERLAND COUNTY,
01-01-22,1,2018,TESLA,ANNAPOLIS COUNTY,
01-01-22,1,2018,TESLA,GUYSBOROUGH COUNTY,
01-01-22,1,2018,TOYOTA,HALIFAX COUNTY,
01-01-22,1,2018,TOYOTA,ANNAPOLIS COUNTY,
01-01-22,1,2018,VOLKSWAGEN,KINGS COUNTY,
01-01-22,6,2019,AUDI,HALIFAX COUNTY,
01-01-22,1,2019,AUDI,OUT OF PROVINCE,
01-01-22,1,2019,AUDI,LUNENBURG COUNTY,
01-01-22,16,2019,CHEVROLET,HALIFAX COUNTY,
01-01-22,2,2019,CHEVROLET,WOLFVILLE,
01-01-22,4,2019,CHEVROLET,LUNENBURG COUNTY,
01-01-22,3,2019,CHEVROLET,KINGS COUNTY,
01-01-22,1,2019,CHEVROLET,COLCHESTER COUNTY,
01-01-22,1,2019,CHEVROLET,PICTOU COUNTY,
01-01-22,1,2019,CHEVROLET,OUT OF PROVINCE,
01-01-22,3,2019,CHEVROLET,ANTIGONISH COUNTY,
01-01-22,1,2019,CHEVROLET,VICTORIA COUNTY,
01-01-22,1,2019,CHEVROLET,NEW GLASGOW,
01-01-22,1,2019,CHEVROLET,INVERNESS COUNTY,
01-01-22,1,2019,HYUNDAI,ANTIGONISH COUNTY,
01-01-22,19,2019,HYUNDAI,HALIFAX COUNTY,
01-01-22,1,2019,HYUNDAI,CAPE BRETON COUNTY,
01-01-22,3,2019,HYUNDAI,LUNENBURG COUNTY,
01-01-22,2,2019,HYUNDAI,COLCHESTER COUNTY,
01-01-22,1,2019,HYUNDAI,VICTORIA COUNTY,
01-01-22,1,2019,HYUNDAI,YARMOUTH COUNTY,
01-01-22,1,2019,HYUNDAI,KINGS COUNTY,
01-01-22,1,2019,HYUNDAI,ANNAPOLIS COUNTY,
01-01-22,1,2019,JAGUAR,HALIFAX COUNTY,
01-01-22,1,2019,JAGUAR,KINGS COUNTY,
01-01-22,1,2019,JEEP,ANTIGONISH COUNTY,
01-01-22,1,2019,KIA,COLCHESTER COUNTY,
01-01-22,1,2019,KIA,KENTVILLE,
01-01-22,1,2019,KIA,HALIFAX COUNTY,
01-01-22,1,2019,MERCEDES BENZ,AMHERST,
01-01-22,12,2019,NISSAN,HALIFAX COUNTY,
01-01-22,1,2019,NISSAN,OUT OF PROVINCE,
01-01-22,1,2019,NISSAN,HANTS COUNTY,
01-01-22,1,2019,NISSAN,KINGS COUNTY,
01-01-22,44,2019,TESLA,HALIFAX COUNTY,
01-01-22,4,2019,TESLA,LUNENBURG COUNTY,
01-01-22,2,2019,TESLA,HANTS COUNTY,
01-01-22,1,2019,TESLA,KINGS COUNTY,
01-01-22,2,2019,TESLA,ANTIGONISH COUNTY,
01-01-22,1,2019,TESLA,CUMBERLAND COUNTY,
01-01-22,3,2019,TESLA,CAPE BRETON COUNTY,
01-01-22,1,2019,TESLA,DIGBY COUNTY,
01-01-22,1,2019,TESLA,SHELBURNE,
01-01-22,1,2019,TESLA,STELLARTON,
01-01-22,1,2019,TESLA,ANNAPOLIS COUNTY,
01-01-22,1,2019,TOYOTA,ANTIGONISH,
01-01-22,1,2019,TOYOTA,OUT OF PROVINCE,
01-01-22,1,2019,TOYOTA,DIGBY,
01-01-22,1,2019,VOLKSWAGEN,HANTS COUNTY,
01-01-22,2,2020,AUDI,HALIFAX COUNTY,
01-01-22,25,2020,CHEVROLET,HALIFAX COUNTY,
01-01-22,5,2020,CHEVROLET,KINGS COUNTY,
01-01-22,2,2020,CHEVROLET,OUT OF PROVINCE,
01-01-22,1,2020,CHEVROLET,INVERNESS COUNTY,
01-01-22,1,2020,CHEVROLET,HANTS COUNTY,
01-01-22,2,2020,CHEVROLET,ANNAPOLIS COUNTY,
01-01-22,1,2020,CHEVROLET,COLCHESTER COUNTY,
01-01-22,1,2020,FORD,CUMBERLAND COUNTY,
01-01-22,1,2020,FORD,YARMOUTH COUNTY,
01-01-22,2,2020,HARLEY DAVIDSON,HALIFAX COUNTY,
01-01-22,3,2020,HYUNDAI,COLCHESTER COUNTY,
01-01-22,20,2020,HYUNDAI,HALIFAX COUNTY,
01-01-22,3,2020,HYUNDAI,HANTS COUNTY,
01-01-22,3,2020,HYUNDAI,CAPE BRETON COUNTY,
01-01-22,1,2020,HYUNDAI,PICTOU COUNTY,
01-01-22,1,2020,HYUNDAI,KINGS COUNTY,
01-01-22,1,2020,JAGUAR,HALIFAX COUNTY,
01-01-22,1,2020,KIA,CAPE BRETON COUNTY,
01-01-22,5,2020,KIA,HALIFAX,
01-01-22,1,2020,KIA,ANTIGONISH,
01-01-22,2,2020,KIA,KINGS COUNTY,
01-01-22,1,2020,KIA,ANNAPOLIS COUNTY,
01-01-22,1,2020,MINI,HALIFAX,
01-01-22,8,2020,NISSAN,HALIFAX COUNTY,
01-01-22,1,2020,NISSAN,KINGS COUNTY,
01-01-22,1,2020,NISSAN,OUT OF PROVINCE,
01-01-22,4,2020,PORSCHE,HALIFAX COUNTY,
01-01-22,3,2020,TELSA,LUNENBURG COUNTY,
01-01-22,73,2020,TESLA,HALIFAX,
01-01-22,8,2020,TESLA,KINGS COUNTY,
01-01-22,1,2020,TESLA,TRURO,
01-01-22,2,2020,TESLA,COLCHESTER COUNTY,
01-01-22,2,2020,TESLA,PICTOU COUNTY,
01-01-22,1,2020,TESLA,HANTS COUNTY,
01-01-22,1,2020,TESLA,NEW GLASGOW,
01-01-22,1,2020,TESLA,YARMOUTH COUNTY,
01-01-22,1,2020,TESLA,ANTIGONISH,
01-01-22,2,2020,TESLA,CAPE BRETON COUNTY,
01-01-22,1,2020,TESLA,INVERNESS COUNTY,
01-01-22,1,2020,TOYOTA,ANNAPOLIS COUNTY,
01-01-22,2,2020,TOYOTA,OUT OF PROVINCE,
01-01-22,1,2020,TOYOTA,HALIFAX COUNTY,
01-01-22,1,2020,VOLKSWAGEN,LUNENBURG COUNTY,
01-01-22,1,2020,VOLKSWAGEN,HALIFAX COUNTY,
01-01-22,1,2020,VOLKSWAGEN,ANNAPOLIS COUNTY,
01-01-22,4,2021,AUDI,HALIFAX COUNTY,
01-01-22,1,2021,AUDI,ANTIGONISH COUNTY,
01-01-22,3,2021,AUDI,OUT OF PROVINCE,
01-01-22,1,2021,FORD,OUT OF PROVINCE,
01-01-22,2,2021,FORD,ANTIGONISH COUNTY,
01-01-22,1,2021,FORD,CUMBERLAND COUNTY,
01-01-22,10,2021,FORD,HALIFAX COUNTY,
01-01-22,1,2021,FORD,COLCHESTER COUNTY,
01-01-22,5,2021,HYUNDAI,HANTS COUNTY,
01-01-22,1,2021,HYUNDAI,DIGBY COUNTY,
01-01-22,47,2021,HYUNDAI,HALIFAX COUNTY,
01-01-22,8,2021,HYUNDAI,LUNENBURG COUNTY,
01-01-22,6,2021,HYUNDAI,COLCHESTER COUNTY,
01-01-22,2,2021,HYUNDAI,QUEENS COUNTY,
01-01-22,2,2021,HYUNDAI,PICTOU COUNTY,
01-01-22,2,2021,HYUNDAI,OUT OF PROVINCE,
01-01-22,2,2021,HYUNDAI,ANTIGONISH COUNTY,
01-01-22,5,2021,HYUNDAI,CAPE BRETON COUNTY,
01-01-22,2,2021,HYUNDAI,YARMOUTH,
