date,number_of_electric_vehicles,vehicle_model_year,vehicle_make,location,vehicle_model,year,month,vehicle_type,day
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Tesla,Pictou County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Tesla,Halifax County,Model S,2024,6,Motorcycle,1
2024-06-01,1,2020,Toyota,Halifax County,Prius,2024,6,Sedan,1
2024-06-01,1,2015,Tesla,Pictou County,Model S,2024,6,Motorcycle,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Tesla,Kings County,Model 3,2024,6,Sedan,1
2024-06-01,1,2019,Jeep,Antigonish County,Grand Cherokee,2024,6,,1
2024-06-01,1,2015,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2016,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2019,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2020,Kia,Halifax County,Niro Ev,2024,6,SUV,1
2024-06-01,1,2016,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2014,Bmw,Halifax County,I3,2024,6,Hatchback,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2015,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2019,Kia,Kings County,Niro Ev,2024,6,SUV,1
2024-06-01,1,2020,Chevrolet,Annapolis County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2020,Tesla,Inverness County,Model Y,2024,6,SUV,1
2024-06-01,1,2017,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2020,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2016,Tesla,Halifax County,Model X,2024,6,SUV,1
2024-06-01,1,2019,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2020,Hyundai,Colchester County,Ioniq Ev,2024,6,Sedan,1
2024-06-01,1,2020,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2018,Toyota,Halifax County,Prius,2024,6,Sedan,1
2024-06-01,1,2021,Hyundai,Victoria County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2015,Tesla,Halifax County,Model S,2024,6,Motorcycle,1
2024-06-01,1,2020,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Hants County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2020,Hyundai,Colchester County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Jaguar,Halifax County,I-Pace,2024,6,SUV,1
2024-06-01,1,2020,Tesla,Halifax County,Model S,2024,6,Motorcycle,1
2024-06-01,1,2018,Nissan,Annapolis County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2020,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2016,Tesla,Halifax County,Model X,2024,6,SUV,1
2024-06-01,1,2018,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2019,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2021,Hyundai,Lunenburg County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Chevrolet,Colchester County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2017,Chevrolet,Colchester County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2019,Chevrolet,Lunenburg County,Bolt Ev Premier,2024,6,Hatchback,1
2024-06-01,1,2020,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Hyundai,Hants County,Ioniq Ev,2024,6,Sedan,1
2024-06-01,1,2021,Hyundai,Cape Breton County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Tesla,Kings County,Model 3,2024,6,Sedan,1
2024-06-01,1,2019,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2017,Kia,Halifax County,Soul Ev,2024,6,SUV,1
2024-06-01,1,2020,Kia,Halifax County,Niro Ev,2024,6,SUV,1
2024-06-01,1,2020,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Tesla,Kings County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Chevrolet,Kings County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2020,Audi,Halifax County,Q5 E-Tron,2024,6,SUV,1
2024-06-01,1,2018,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Toyota,Halifax County,Rav4 Hybrid,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Toyota,Halifax County,Rav4 Hybrid,2024,6,SUV,1
2024-06-01,1,2019,Chevrolet,Lunenburg County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Tesla,Colchester County,Model 3,2024,6,Sedan,1
2024-06-01,1,2019,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2018,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2020,Ford,Yarmouth County,Fusion,2024,6,Sedan,1
2024-06-01,1,2008,Toyota,Halifax County,Camry,2024,6,Sedan,1
2024-06-01,1,2018,Kia,Halifax County,Soul Ev,2024,6,SUV,1
2024-06-01,1,2021,Toyota,Halifax County,Sienna,2024,6,Van,1
2024-06-01,1,2018,Tesla,Guysborough County,Model X,2024,6,SUV,1
2024-06-01,1,2019,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Pictou County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model X,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Annapolis County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Yarmouth County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Yarmouth County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2017,Kia,Halifax County,Soul Ev,2024,6,SUV,1
2024-06-01,1,2018,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2018,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2019,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2017,Smart,Halifax County,Eq Fortwo,2024,6,,1
2024-06-01,1,2020,Volkswagen,Annapolis County,E-Golf,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Lunenburg County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Kings County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Kings County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2018,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Queens County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model X,2024,6,SUV,1
2024-06-01,1,2019,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Toyota,Kings County,Prius,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Volkswagen,Halifax County,E-Golf,2024,6,Hatchback,1
2024-06-01,1,2020,Volkswagen,Halifax County,E-Golf,2024,6,Hatchback,1
2024-06-01,1,2020,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2015,Tesla,Pictou County,Model S,2024,6,Motorcycle,1
2024-06-01,1,2017,Chevrolet,Colchester County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2020,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Audi,Halifax County,E-Tron Gt,2024,6,Sedan,1
2024-06-01,1,2018,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Toyota,Halifax County,Corolla Cross Hybrid,2024,6,SUV,1
2024-06-01,1,2018,Kia,Halifax County,Niro Ev,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Cape Breton County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Tesla,Hants County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Hants County,Model 3,2024,6,Sedan,1
2024-06-01,1,2018,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2019,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2021,Hyundai,Kings County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2018,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2019,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Ford,Halifax County,Mustang Mach-E,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2020,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2020,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Lunenburg County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Ford,Halifax County,Mustang Mach-E,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Lunenburg County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2019,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Lunenburg County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2015,Tesla,Halifax County,Model S,2024,6,Motorcycle,1
2024-06-01,1,2019,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2017,Smart,Halifax County,Eq Fortwo,2024,6,,1
2024-06-01,1,2019,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2018,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Kings County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Hyundai,Antigonish County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Ford,Halifax County,Mustang Mach-E,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Kings County,Model Y,2024,6,SUV,1
2024-06-01,1,2018,Nissan,Halifax County,Leaf S Plus,2024,6,Hatchback,1
2024-06-01,1,2021,Ford,Hants County,Mustang Mach-E,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Toyota,Halifax County,Corolla Cross Hybrid,2024,6,SUV,1
2024-06-01,1,2019,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2020,Porsche,Halifax County,Taycan,2024,6,Sedan,1
2024-06-01,1,2020,Kia,Halifax County,Niro Ev,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2018,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Hyundai,Lunenburg County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Chevrolet,Kings County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2019,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Victoria County,Model Y,2024,6,SUV,1
2024-06-01,1,2019,Chevrolet,Lunenburg County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Cape Breton County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Toyota,Halifax County,Rav4 Hybrid,2024,6,SUV,1
2024-06-01,1,2018,Tesla,Queens County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Kia,Kings County,Niro Ev,2024,6,SUV,1
2024-06-01,1,2021,Porsche,Halifax County,Taycan,2024,6,Sedan,1
2024-06-01,1,2020,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2017,Tesla,Inverness County,Model X,2024,6,SUV,1
2024-06-01,1,2018,Nissan,Kings County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Audi,Halifax County,E-Tron Gt,2024,6,Sedan,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2015,Tesla,Halifax County,Model S,2024,6,Motorcycle,1
2024-06-01,1,2019,Chevrolet,Antigonish County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2019,Chevrolet,Pictou County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Lunenburg County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Hyundai,Shelburne County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2018,Hyundai,Halifax County,Ioniq Ev,2024,6,Sedan,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Toyota,Shelburne County,Rav4 Hybrid,2024,6,SUV,1
2024-06-01,1,2016,Nissan,Annapolis County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Hants County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Colchester County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2019,Chevrolet,Colchester County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2018,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2021,Ford,Halifax County,Mustang Mach-E,2024,6,SUV,1
2024-06-01,1,2020,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Lunenburg County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Lunenburg County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Kings County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Toyota,Halifax County,Rav4 Prime,2024,6,SUV,1
2024-06-01,1,2018,Chevrolet,Shelburne County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2019,Hyundai,Halifax County,Ioniq Ev,2024,6,Sedan,1
2024-06-01,1,2021,Kia,Kings County,Soul Ev,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2018,Audi,Queens County,A3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2012,Toyota,Halifax County,Prius,2024,6,Sedan,1
2024-06-01,1,2018,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2019,Tesla,Lunenburg County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Chevrolet,Annapolis County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Hyundai,Lunenburg County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Kings County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Kings County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2019,Hyundai,Kings County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2012,Kawasaki,Halifax County,Vn900,2024,6,,1
2024-06-01,1,2022,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2022,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Kings County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Annapolis County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Hyundai,Hants County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2012,Nissan,Kings County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Ford,Halifax County,Mustang Mach-E,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2021,Kia,Cumberland County,Niro Ev,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Richmond County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2018,Tesla,Pictou County,Model X,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2020,Hyundai,Cape Breton County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2020,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2022,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2017,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Ford,Colchester County,Mustang Mach-E,2024,6,SUV,1
2024-06-01,1,2019,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2017,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Halifax County,Model Y,2024,6,SUV,1
2024-06-01,1,2016,Nissan,Colchester County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Colchester County,Model 3,2024,6,Sedan,1
2024-06-01,1,2022,Chevrolet,Cumberland County,Bolt Ev Premier,2024,6,Hatchback,1
2024-06-01,1,2019,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Ford,Halifax County,Mustang Mach-E,2024,6,SUV,1
2024-06-01,1,2021,Audi,Halifax County,E-Tron Gt,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Audi,Halifax County,E-Tron Gt,2024,6,Sedan,1
2024-06-01,1,2022,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2018,Nissan,Halifax County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2022,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2017,Chevrolet,Antigonish County,Volt,2024,6,Sedan,1
2024-06-01,1,2021,Hyundai,Cumberland County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2022,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Hyundai,Kings County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Colchester County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2022,Hyundai,Colchester County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Kia,Pictou County,Niro Ev,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Kings County,Model 3,2024,6,Sedan,1
2024-06-01,1,2019,Tesla,Kings County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Hyundai,Lunenburg County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2022,Mini,Halifax County,Cooper Se,2024,6,Hatchback,1
2024-06-01,1,2022,Hyundai,Antigonish County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2022,Chevrolet,Halifax County,Bolt Ev Premier,2024,6,Hatchback,1
2024-06-01,1,2021,Hyundai,Kings County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2017,Tesla,Halifax County,Model X,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Pictou County,Model 3,2024,6,Sedan,1
2024-06-01,1,2018,Nissan,Kings County,Leaf,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Kings County,Model 3,2024,6,Sedan,1
2024-06-01,1,2022,Chevrolet,Halifax County,Bolt Ev Premier,2024,6,Hatchback,1
2024-06-01,1,2012,Honda,Digby County,Insight,2024,6,Sedan,1
2024-06-01,1,2015,Tesla,Halifax County,Model S,2024,6,Motorcycle,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2022,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Hants County,Model Y,2024,6,SUV,1
2024-06-01,1,2022,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Antigonish County,Model Y,2024,6,SUV,1
2024-06-01,1,2019,Hyundai,Halifax County,Ioniq Ev,2024,6,Sedan,1
2024-06-01,1,2014,Chevrolet,Halifax County,Volt,2024,6,Sedan,1
2024-06-01,1,2022,Chevrolet,Kings County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2019,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2022,Hyundai,Kings County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2022,Chevrolet,Halifax County,Bolt Ev Premier,2024,6,Hatchback,1
2024-06-01,1,2019,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2019,Hyundai,Colchester County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2022,Hyundai,Halifax County,Tucson,2024,6,SUV,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2017,Chevrolet,Halifax County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2021,Tesla,Halifax County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Tesla,Inverness County,Model 3,2024,6,Sedan,1
2024-06-01,1,2021,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2019,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2018,Chevrolet,Kings County,Bolt Ev,2024,6,Hatchback,1
2024-06-01,1,2020,Tesla,Kings County,Model 3,2024,6,Sedan,1
2024-06-01,1,2022,Hyundai,Halifax County,Kona Ev,2024,6,SUV,1
2024-06-01,1,2021,Hyundai,Digby County,Ioniq Ev,2024,6,Sedan,1
